AROrder,LjungBoxLags,FittedParameters,DegreesOfFreedom,Q,CriticalValue,Adequate,SignificantParameters,DegreesOfFreedomSignificantOnly,CriticalValueSignificantOnly,AdequateSignificantOnly
8,10,9,1,3.29521172737896,3.84,1,4,6,12.59,1
