Mean,MeanStandardError,Variance,StandardDeviation,Skewness,SkewnessStandardError,SkewnessTestStatistic,SkewnessCriticalValue,SkewnessDecision,Kurtosis,ExcessKurtosis,KurtosisStandardError,KurtosisTestStatistic,KurtosisCriticalValue,KurtosisDecision,JarqueBeraStatistic,JarqueBeraCriticalValue,JarqueBeraDecision
-0.000130649779415863,0.000281849503573802,0.000190574503252852,0.0138048724460913,0.134847101162854,0.0500104199230057,2.69638010179597,1.95996398454005,Reject H0,16.639834725582,13.639834725582,0.100020839846011,136.369927972824,1.95996398454005,Reject H0,18604.0277209666,5.99,Reject H0
